sssr,clogp,mr,mw,tpsa,chi0n,chi1n,chi2n,chi3n,chi4n,chi0v,chi1v,chi2v,chi3v,chi4v,fracsp3,hall_kier_alpha,kappa1,kappa2,kappa3,labuteasa,number_aliphatic_rings,number_aromatic_rings,number_amide_bonds,number_atom_stereocenters,number_bridgehead_atoms,number_HBA,number_HBD,number_hetero_atoms,number_hetero_cycles,number_rings,number_rotatable_bonds,number_spiro,number_saturated_rings,number_heavy_atoms,number_nh_oh,number_n_o,number_valence_electrons,max_partial_charge,min_partial_charge,fr_C_O,fr_C_O_noCOO,fr_Al_OH,fr_Ar_OH,fr_methoxy,fr_oxime,fr_ester,fr_Al_COO,fr_Ar_COO,fr_COO,fr_COO2,fr_ketone,fr_ether,fr_phenol,fr_aldehyde,fr_quatN,fr_NH2,fr_NH1,fr_NH0,fr_Ar_N,fr_Ar_NH,fr_aniline,fr_Imine,fr_nitrile,fr_hdrzine,fr_hdrzone,fr_nitroso,fr_N_O,fr_nitro,fr_azo,fr_diazo,fr_azide,fr_amide,fr_priamide,fr_amidine,fr_guanido,fr_Nhpyrrole,fr_imide,fr_isocyan,fr_isothiocyan,fr_thiocyan,fr_halogen,fr_alkyl_halide,fr_sulfide,fr_SH,fr_C_S,fr_sulfone,fr_sulfonamd,fr_prisulfonamd,fr_barbitur,fr_urea,fr_term_acetylene,fr_imidazole,fr_furan,fr_thiophene,fr_thiazole,fr_oxazole,fr_pyridine,fr_piperdine,fr_piperzine,fr_morpholine,fr_lactam,fr_lactone,fr_tetrazole,fr_epoxide,fr_unbrch_alkane,fr_bicyclic,fr_benzene,fr_phos_acid,fr_phos_ester,fr_nitro_arom,fr_nitro_arom_nonortho,fr_dihydropyridine,fr_phenol_noOrthoHbond,fr_Al_OH_noTert,fr_benzodiazepine,fr_para_hydroxylation,fr_allylic_oxid,fr_aryl_methyl,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_carbamate,fr_ketone_Topliss,fr_ArN,fr_HOCCN
2,3.864180000000003,82.15100000000005,281.14157884800005,42.25,12.537212868323945,6.789330861063656,5.069080898898274,3.7843543029370292,2.5447450778508505,12.537212868323945,6.789330861063656,5.069080898898274,3.7843543029370292,2.5447450778508505,0.2777777777777778,-2.309999999999999,15.085980253605854,6.426797184846261,2.9092179641865035,125.29782015242314,0,2,0,2,0,3,0,3,0,2,5,0,0,21,0,3,108,0.1183796406952454,-0.4967682033603161,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.060100000000003,83.65540000000004,301.131408088,61.599999999999994,12.638166499627845,7.030140668750558,5.0417942370949325,3.577370448098996,2.387692614164558,12.638166499627845,7.030140668750558,5.0417942370949325,3.577370448098996,2.387692614164558,0.29411764705882354,-2.2399999999999998,16.13607522989594,7.678560904915746,3.9011798267345332,129.1932740790576,0,2,0,2,0,4,0,5,0,2,7,0,0,22,0,5,116,0.26894219540969627,-0.3586317916200811,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.176400000000005,112.34400000000004,376.20384475599997,27.69,16.799212471609074,9.607321087374855,6.731362822228255,5.180684396809199,3.8133349823659763,16.799212471609074,9.607321087374855,6.731362822228255,5.180684396809199,3.8133349823659763,0.28,-2.459999999999999,20.278794670615763,9.649369540541946,3.8770600808197484,167.44082202092196,0,3,0,1,0,3,0,3,0,3,9,0,0,28,0,3,146,0.1772093718440977,-0.35853441423627835,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,5.044100000000005,97.20500000000006,318.161979944,18.46,14.054100887961743,8.104502898650516,5.932934302197373,4.418743585858011,3.0319134867544895,14.054100887961743,8.104502898650516,5.932934302197373,4.418743585858011,3.0319134867544895,0.18181818181818182,-2.5799999999999987,16.2838525248297,7.327033342834886,3.193994893979399,143.23245044822522,0,3,0,1,0,2,0,2,0,3,6,0,0,24,0,2,122,0.21268467262564308,-0.46363135044057036,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.99658,63.88940000000003,250.095356928,85.39,10.251034991986968,5.261556257057563,4.0028819668104685,2.5539437796536775,1.460279449732558,10.251034991986968,5.261556257057563,4.0028819668104685,2.5539437796536775,1.460279449732558,0.4166666666666667,-1.9699999999999998,14.092383031815347,6.0960051936770085,3.260276330720899,104.89370166885891,0,1,0,1,0,5,0,6,0,1,6,0,0,18,0,6,96,0.26894372917261616,-0.3586648162713979,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.611500000000003,77.14400000000005,256.14632988,18.46,11.667349542013614,6.397943441359489,4.737732902809989,3.646493744731474,2.5752175541337694,11.667349542013614,6.397943441359489,4.737732902809989,3.646493744731474,2.5752175541337694,0.29411764705882354,-1.6399999999999997,13.783863566244703,6.001602563464657,2.551787055493228,114.54029835655784,0,2,0,0,0,2,0,2,0,2,5,0,0,19,0,2,100,0.16962369669549252,-0.354607837641876,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.133000000000002,65.20000000000003,272.041191884,18.46,9.202532743444726,5.083347768167874,3.357424145478402,2.1941446470655714,1.2971573048913916,10.78852928255943,5.999023296959563,4.378727490502385,2.7822175914722793,1.778893670102723,0.5,-0.38000000000000006,12.688399452804378,6.986891662941064,4.777397276074153,99.71569387053175,0,1,0,1,0,2,0,3,0,1,6,0,0,15,0,2,84,0.14737633675181253,-0.35860374472831713,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3.4831800000000026,81.85900000000005,281.14157884800005,42.25,12.537212868323946,6.782233841632428,5.060861167090167,3.886704300716166,2.681828168338741,12.537212868323946,6.782233841632428,5.060861167090167,3.886704300716166,2.681828168338741,0.2777777777777778,-2.15,15.242870965490551,6.534127910162483,2.823840106169781,125.29782015242316,0,2,0,1,0,3,0,3,0,2,5,0,0,21,0,3,108,0.169623708377856,-0.35460783759361725,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.231680000000003,83.77700000000004,329.041526232,33.019999999999996,11.50692905086931,6.356501181009041,4.809278757387426,3.6480057912664843,2.339806257260076,13.092925589984013,7.272176709800731,5.640939491032072,4.9375042893069745,2.8684717702983105,0.23529411764705882,-1.63,14.772348740088205,6.213661383156621,2.6267141644912657,127.68688041416101,0,2,0,2,0,2,0,3,0,2,4,0,0,20,0,2,102,0.12500719592304552,-0.3689404407265394,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.2893800000000004,67.21750000000004,247.120843404,59.32000000000001,11.058709812839677,5.621446538367442,4.261016346635041,3.304537955291143,1.69624887357278,11.058709812839677,5.621446538367442,4.261016346635041,3.304537955291143,1.69624887357278,0.42857142857142855,-1.8599999999999999,14.20195786864932,5.653247311281748,2.517693875505363,107.13213227519607,0,1,0,2,0,4,0,4,0,1,4,0,0,18,0,4,96,0.33734178172425483,-0.4654175212825275,1,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.086000000000004,77.70340000000003,271.120843404,52.370000000000005,11.522811427977434,6.452790399560932,4.70430356603121,3.465853451644702,2.3459911280402146,11.522811427977434,6.452790399560932,4.70430356603121,3.465853451644702,2.3459911280402146,0.25,-2.1999999999999997,14.214214576731552,6.300630971696413,3.0293337068029844,117.7147867351541,0,2,0,2,0,3,0,4,0,2,5,0,0,20,0,4,104,0.2689421954094486,-0.3761371653608061,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4.871980000000003,102.46340000000006,358.13174243599997,76.16,14.779426100235897,8.510948186673792,6.162957498949658,4.604803035297717,3.19474191839496,14.779426100235897,8.510948186673792,6.162957498949658,4.604803035297717,3.19474191839496,0.13636363636363635,-3.6499999999999995,18.150392143132244,7.710178911658587,3.5101482466112155,157.16446062268687,0,3,0,2,0,4,0,5,0,3,6,0,0,27,0,5,134,0.26894414029222385,-0.48833553774527216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.4681800000000003,54.58500000000003,238.99457604,33.019999999999996,7.327284486107726,3.9189441249484065,2.6586103268273464,1.7349762340762176,0.9840094859457711,8.91328102522243,4.834619653740095,3.679913671851328,2.4325393912126083,1.357832455194572,0.3,-0.8500000000000001,10.232304526748973,5.004741909834548,3.1738676061844986,86.26484409370036,0,1,0,1,0,2,0,3,0,1,3,0,0,13,0,2,68,0.11565708911779965,-0.3698818066969787,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5.886600000000005,122.48450000000001,408.17254462799997,35.53,17.401506767181033,10.216267263962541,7.308040450625566,5.530520788413489,3.9123276383828887,17.401506767181033,10.216267263962541,7.308040450625566,5.530520788413489,3.9123276383828887,0.10714285714285714,-3.849999999999998,20.423895860663517,9.310060733217101,4.215360290047948,182.45106675433297,0,4,0,0,0,3,0,3,0,4,7,0,0,31,0,3,154,0.3373417787496047,-0.49195869277380044,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,4.328180000000003,79.95600000000003,315.025876168,33.019999999999996,10.584279320058934,5.978509648937187,4.181664479407593,3.003248847571384,1.9340346861063076,12.170275859173639,6.894185177728876,5.084152961694628,3.9057373298584204,2.3574730648215345,0.1875,-1.6299999999999994,13.793639285490979,6.511564638576157,3.2260925100559086,121.3219382997644,0,2,0,2,0,2,0,3,0,2,4,0,0,19,0,2,96,0.13147080797301763,-0.368478016452788,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.333960000000003,88.50900000000003,354.0367752,56.81,12.161249427555815,6.936644005306909,4.8290471310302765,3.493429254586632,2.0969010003996007,13.74724596667052,7.852319534098598,5.660707864674924,4.367097385804802,2.7818118216149075,0.2222222222222222,-2.2999999999999994,16.077138322948027,7.11253384161517,3.1320248209175863,138.4444022100263,0,2,0,1,0,3,0,4,0,2,5,0,0,22,0,3,110,0.2144917326303382,-0.47604109404118977,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,4.001460000000003,85.25600000000006,290.14191319599996,56.81,12.783284954546588,7.2571012496657294,5.304673416065969,3.8328890569128564,2.269672882545209,12.783284954546588,7.2571012496657294,5.304673416065969,3.8328890569128564,2.269672882545209,0.2631578947368421,-2.7799999999999994,15.605864295910168,6.784231328113973,3.1013692848229732,130.9417967187816,0,2,0,2,0,3,0,3,0,2,5,0,0,22,0,3,110,0.20621635756619675,-0.4735138357758437,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,3.3090800000000016,77.24800000000005,267.125928784,42.25,11.61456313751357,6.4042423095605745,4.461961462588714,3.294370195283166,2.300476751138272,11.61456313751357,6.4042423095605745,4.461961462588714,3.294370195283166,2.300476751138272,0.23529411764705882,-2.15,14.263145804163825,6.854971478772031,3.0504564406790764,118.93287803802653,0,2,0,1,0,3,0,3,0,2,5,0,0,20,0,3,102,0.16711738988114513,-0.3549011300190161,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.9800600000000026,90.45800000000003,370.03168982000005,66.03999999999999,12.56949771801968,6.907458247948646,4.864235260028729,3.4727306621103344,2.1955864454306586,14.155494257134382,7.823133776740335,5.695895993673376,4.423820065223219,2.772583870683438,0.2222222222222222,-2.1799999999999993,17.17823473616734,7.894554188533842,3.5987443213279295,143.5579474395332,0,2,0,1,0,4,0,5,0,2,6,0,0,23,0,4,116,0.2039299999462491,-0.35860131423403974,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.748300000000004,83.82900000000005,318.061927328,9.23,11.344172505745524,6.56556302296703,4.570349779734856,3.3930142562037298,2.2521971540223116,12.930169044860229,7.481238551758719,5.472838262021892,4.2955027384907645,2.862647506550106,0.29411764705882354,-1.1199999999999999,14.292507181844297,6.876582955097652,3.4571218498588085,123.29430073269226,0,2,0,2,0,1,0,2,0,2,5,0,0,19,0,1,100,0.12248732147822543,-0.36922823738698274,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,3.539780000000002,82.30000000000005,281.14157884800005,42.25,12.537212868323945,6.82800599565847,4.89227383035751,3.914187116642064,2.587815894951834,12.537212868323945,6.82800599565847,4.89227383035751,3.914187116642064,2.587815894951834,0.2777777777777778,-2.309999999999999,15.085980253605854,6.426797184846261,2.6302579405476716,125.29782015242311,0,2,0,2,0,3,0,3,0,2,5,0,0,21,0,3,108,0.13284587424667182,-0.4967682001872626,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.618300000000006,105.05700000000004,330.19836545199996,9.23,15.275609109494802,8.963370536515477,6.46847111069665,5.239130391916314,3.7863296049963253,15.275609109494802,8.963370536515477,6.46847111069665,5.239130391916314,3.7863296049963253,0.25,-2.379999999999999,17.443269174803895,7.669708963639561,3.1233287243035073,150.84878944751156,0,3,0,1,0,1,0,1,0,3,6,0,0,25,0,1,128,0.07207928656754783,-0.38011214378723723,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,4.417980000000004,84.97700000000006,279.162314292,33.019999999999996,12.83607135904663,7.237618597147682,5.391056174327964,4.056519829912938,2.6941743232121924,12.83607135904663,7.237618597147682,5.391056174327964,4.056519829912938,2.6941743232121924,0.3157894736842105,-2.1099999999999994,15.282101252716993,6.561038877442125,2.986635677066098,126.54921703731286,0,2,0,2,0,2,0,2,0,2,5,0,0,21,0,2,108,0.10961402776126443,-0.37473900875454724,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.46214,61.86700000000003,241.085126592,89.82999999999998,10.044888713375732,5.068763834609427,3.5241049937582987,2.6037534089370356,1.653025077447943,10.044888713375732,5.068763834609427,3.5241049937582987,2.6037534089370356,1.653025077447943,0.3076923076923077,-2.3899999999999992,13.67406149903908,5.7950465992893685,2.165904515257878,105.39082742369315,0,1,0,0,0,5,0,5,0,1,4,0,0,18,0,5,90,0.2182996670909364,-0.352902825418629,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.4788000000000006,62.47640000000002,288.994969964,61.599999999999994,8.759136138685863,4.611442765808143,3.1109311392534753,1.9100838053840707,1.1398556374381483,10.345132677800567,5.527118294599832,4.132234484277457,2.498156749790779,1.6215920026494794,0.4,-0.98,13.086577896138483,6.569751714117961,4.257498427033833,101.63878536423832,0,1,0,1,0,4,0,6,0,1,6,0,0,16,0,5,88,0.26894184553078954,-0.35860374472831646,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6.180900000000005,103.89000000000003,380.077577392,9.23,13.730923851693655,8.272122480258057,5.765551179122241,4.159717262798898,2.8132202903489523,15.31692039080836,9.187798009049747,6.668039661409277,4.8752942604615335,3.639497434801807,0.18181818181818182,-2.059999999999999,16.785786144559395,8.161259021592222,4.0665699870082594,151.98645282435965,0,3,0,2,0,1,0,2,0,3,6,0,0,24,0,1,122,0.16361208386594264,-0.4782555505176325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3,4.992800000000004,102.25850000000004,346.15689456399997,35.53,14.962349178425606,8.552540278996714,6.068931018149896,4.534375941542719,3.2541327899469272,14.962349178425606,8.552540278996714,6.068931018149896,4.534375941542719,3.2541327899469272,0.17391304347826086,-2.909999999999999,17.89839309295623,8.45463518952859,3.8386549186434733,153.75891466266555,0,3,0,2,0,3,0,3,0,3,6,0,0,26,0,3,132,0.33734177271228644,-0.4654175213063393,1,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.354400000000005,101.48200000000004,332.177630008,18.46,14.761207669148291,8.530701896807507,6.2983174384336245,4.726195368980254,3.398311083805029,14.761207669148291,8.530701896807507,6.2983174384336245,4.726195368980254,3.398311083805029,0.21739130434782608,-2.419999999999999,17.404560509149317,8.105518429849019,3.6544997783428324,149.59739256262182,0,3,0,1,0,2,0,2,0,3,7,0,0,25,0,2,128,0.14672703519468086,-0.35863121382420515,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8.403700000000004,144.83899999999977,454.22966558,9.23,20.049111801391064,12.291938461734652,8.812167415111832,6.7685316307990435,5.028959434326974,20.049111801391064,12.291938461734652,8.812167415111832,6.7685316307990435,5.028959434326974,0.11764705882352941,-4.099999999999998,22.68036305120647,10.443574173744674,4.502169215859611,208.23309363084633,0,5,0,1,0,1,0,1,0,5,8,0,0,35,0,1,172,0.14144799550325246,-0.4840849811802857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,3.6791800000000023,86.48300000000006,295.15722891200005,42.25,13.081182942693962,7.394144861940253,5.1886236815231985,3.8321849191269575,2.5204371193983754,13.081182942693962,7.394144861940253,5.1886236815231985,3.8321849191269575,2.5204371193983754,0.3157894736842105,-2.1499999999999995,16.224491773487685,7.743501671238264,3.357808967268427,131.66276226681973,0,2,0,1,0,3,0,3,0,2,7,0,0,22,0,3,114,0.14593662489705952,-0.3586645085225906,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.3972000000000007,62.683500000000045,222.125594436,35.53,10.241252729336642,5.188340601625595,4.385828071362225,2.592653745767047,1.6195234763013062,10.241252729336642,5.188340601625595,4.385828071362225,2.592653745767047,1.6195234763013062,0.46153846153846156,-1.35,12.718259385665528,5.122401198342021,2.8255859929479246,96.37461047933077,0,1,0,0,0,3,0,3,0,1,4,0,0,16,0,3,88,0.33734177247549446,-0.4654175213068467,1,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.197680000000004,86.32700000000006,295.15722891200005,42.25,13.244319649510492,7.254308694557488,5.774757866226769,3.8683694041024075,2.6108357521817442,13.244319649510492,7.254308694557488,5.774757866226769,3.8683694041024075,2.6108357521817442,0.3157894736842105,-2.15,16.224491773487685,7.2159939506621535,3.5375799451704832,131.66276226681973,0,2,0,1,0,3,0,3,0,2,6,0,0,22,0,3,114,0.1467101618161326,-0.35863151756067374,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5.152500000000004,84.02000000000005,318.061927328,9.23,11.344172505745524,6.65011401232991,4.665871810563353,3.2987301422360225,1.9393341447039363,12.930169044860229,7.565789541121599,5.568360292850391,4.278639896417776,2.460386112892894,0.29411764705882354,-1.2799999999999998,14.13593615311564,6.761521349797341,3.83892361111111,123.2943007326923,0,2,0,2,0,1,0,2,0,2,5,0,0,19,0,1,100,0.15931671364582708,-0.47862698696587347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
