sssr,clogp,mr,mw,tpsa,chi0n,chi1n,chi2n,chi3n,chi4n,chi0v,chi1v,chi2v,chi3v,chi4v,fracsp3,hall_kier_alpha,kappa1,kappa2,kappa3,labuteasa,number_aliphatic_rings,number_aromatic_rings,number_amide_bonds,number_atom_stereocenters,number_bridgehead_atoms,number_HBA,number_HBD,number_hetero_atoms,number_hetero_cycles,number_rings,number_rotatable_bonds,number_spiro,number_saturated_rings,number_heavy_atoms,number_nh_oh,number_n_o,number_valence_electrons,max_partial_charge,min_partial_charge,fr_C_O,fr_C_O_noCOO,fr_Al_OH,fr_Ar_OH,fr_methoxy,fr_oxime,fr_ester,fr_Al_COO,fr_Ar_COO,fr_COO,fr_COO2,fr_ketone,fr_ether,fr_phenol,fr_aldehyde,fr_quatN,fr_NH2,fr_NH1,fr_NH0,fr_Ar_N,fr_Ar_NH,fr_aniline,fr_Imine,fr_nitrile,fr_hdrzine,fr_hdrzone,fr_nitroso,fr_N_O,fr_nitro,fr_azo,fr_diazo,fr_azide,fr_amide,fr_priamide,fr_amidine,fr_guanido,fr_Nhpyrrole,fr_imide,fr_isocyan,fr_isothiocyan,fr_thiocyan,fr_halogen,fr_alkyl_halide,fr_sulfide,fr_SH,fr_C_S,fr_sulfone,fr_sulfonamd,fr_prisulfonamd,fr_barbitur,fr_urea,fr_term_acetylene,fr_imidazole,fr_furan,fr_thiophene,fr_thiazole,fr_oxazole,fr_pyridine,fr_piperdine,fr_piperzine,fr_morpholine,fr_lactam,fr_lactone,fr_tetrazole,fr_epoxide,fr_unbrch_alkane,fr_bicyclic,fr_benzene,fr_phos_acid,fr_phos_ester,fr_nitro_arom,fr_nitro_arom_nonortho,fr_dihydropyridine,fr_phenol_noOrthoHbond,fr_Al_OH_noTert,fr_benzodiazepine,fr_para_hydroxylation,fr_allylic_oxid,fr_aryl_methyl,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_carbamate,fr_ketone_Topliss,fr_ArN,fr_HOCCN
3,4.559580000000004,95.61800000000004,313.146664228,33.019999999999996,13.593066192997838,7.92695842536786,5.650930446207555,4.433632265574884,3.3835637441060635,13.593066192997838,7.92695842536786,5.650930446207555,4.433632265574884,3.3835637441060635,0.13636363636363635,-2.889999999999999,15.984994218945344,7.122834172007409,2.598709412390894,142.51148490018707,0,3,0,1,0,2,0,2,0,3,5,0,0,24,0,2,118,0.1607691294387844,-0.3648465750342002,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.8681000000000028,74.52200000000005,300.072492012,18.46,10.995425962258178,5.86022122170555,4.6614047395514495,3.005821111908081,1.637154394487694,12.581422501372883,6.775896750497239,5.493065473196095,4.41474827941681,2.0094005469693412,0.5714285714285714,-0.38000000000000006,14.68016847172082,6.525151110767136,3.7982880417542106,112.44557809932496,0,1,0,1,0,2,0,3,0,1,6,0,0,17,0,2,96,0.1474055724485895,-0.3586031919285229,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.2893800000000004,67.21750000000004,247.120843404,59.32000000000001,11.058709812839679,5.582771403772629,4.5354612624358746,3.058443135900549,1.8138016137247908,11.058709812839679,5.582771403772629,4.5354612624358746,3.058443135900549,1.8138016137247908,0.42857142857142855,-1.8599999999999999,14.20195786864932,5.653247311281748,2.687531999529733,107.13213227519607,0,1,0,1,0,4,0,4,0,1,4,0,0,18,0,4,96,0.33734177252491115,-0.4654175213067835,1,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.437400000000002,72.53300000000004,242.130679816,18.46,10.744699811203239,6.019951909287635,4.138833198308538,3.0541596392984736,2.1958604916478697,10.744699811203239,6.019951909287635,4.138833198308538,3.0541596392984736,2.1958604916478697,0.25,-1.6399999999999997,12.807556754231348,6.335144088760597,2.780762010897773,108.17535624216121,0,2,0,0,0,2,0,2,0,2,5,0,0,18,0,2,94,0.16711737824631878,-0.35490113006702434,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.20036,55.982000000000035,200.094963004,56.809999999999995,8.766777096601535,4.650565223117841,3.2814028299197755,2.3791862461846236,1.3515918370874633,8.766777096601535,4.650565223117841,3.2814028299197755,2.3791862461846236,1.3515918370874633,0.3333333333333333,-1.8399999999999999,11.235987841945288,5.143128759352535,2.5561214143283504,89.51976039832093,0,1,0,2,0,3,0,3,0,1,3,0,0,15,0,3,76,0.09910919104801638,-0.38002602638242594,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.177380000000002,69.85900000000004,297.036440852,42.25,10.23553277657159,5.273167847675708,4.300081591964114,2.657636672588949,1.441469936477747,11.821529315686293,6.188843376467397,5.13174232560876,4.066563840097678,1.8137160889593944,0.46153846153846156,-0.8900000000000001,14.17207324643079,6.1537664070584945,3.533546514119763,110.47321566639708,0,1,0,1,0,3,0,4,0,1,5,0,0,17,0,3,92,0.1474055724486789,-0.3586031919285228,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.432400000000005,101.97200000000005,332.177630008,18.46,14.761207669148291,8.697855140881442,6.018486009563432,4.405688659083734,3.0131929286105823,14.761207669148291,8.697855140881442,6.018486009563432,4.405688659083734,3.0131929286105823,0.21739130434782608,-2.579999999999999,17.24976655458228,8.49776899507962,4.28487620726375,149.5973925626218,0,3,0,2,0,2,0,2,0,3,7,0,0,25,0,2,128,0.2101079823667653,-0.46393012263206707,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,3.6048000000000027,73.33240000000005,257.10519334,52.370000000000005,10.652567939974356,6.099784332863178,4.3692019878369495,2.750790946849565,1.8587112458981545,10.652567939974356,6.099784332863178,4.3692019878369495,2.750790946849565,1.8587112458981545,0.2,-2.3599999999999994,13.080660013060404,5.998241644979258,3.808810905564829,111.34984462075751,0,2,0,1,0,3,0,4,0,2,5,0,0,19,0,4,98,0.26894184864392795,-0.4903859519403219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.8887600000000002,68.42340000000003,275.09060589600006,109.18,11.068492075490004,5.694662193799411,4.051024765716545,2.931853174986594,1.7117529890331755,11.068492075490004,5.694662193799411,4.051024765716545,2.931853174986594,1.7117529890331755,0.38461538461538464,-2.4799999999999995,15.577077625570773,6.61839289563535,2.912171382026759,115.65122346472421,0,1,0,1,0,6,0,7,0,1,6,0,0,20,0,7,104,0.2689449231285257,-0.35864810766961597,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.8093800000000018,65.08300000000004,283.020790788,42.25,9.312883045761216,4.862484245152748,3.569419159261521,2.3918633323982488,1.3251588603680151,10.898879584875921,5.778159773944437,4.401079892906166,3.571871617709055,1.7997806492352266,0.4166666666666667,-0.89,13.176181336863003,5.996643846709828,2.820182636258436,104.10827355200048,0,1,0,2,0,3,0,4,0,1,5,0,0,16,0,3,86,0.1474570747602042,-0.35860226631598474,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.2708400000000002,73.04750000000003,299.09060589600006,116.12999999999998,12.068492075490004,6.107335268462212,4.182883596654761,2.9771424646470175,1.8049571295502609,12.068492075490004,6.107335268462212,4.182883596654761,2.9771424646470175,1.8049571295502609,0.3333333333333333,-2.9199999999999995,17.132410901467505,7.7545925702886835,3.212036740293882,127.39577898203702,0,1,0,1,0,7,0,7,0,1,6,0,0,22,0,7,112,0.3373417910649296,-0.46541752125800806,1,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.04664,71.08600000000004,269.11642672,89.83000000000001,11.459102275748826,6.101498859314308,4.164428519319889,3.033328682494915,1.8212432931244895,11.459102275748826,6.101498859314308,4.164428519319889,3.033328682494915,1.8212432931244895,0.4,-2.3899999999999997,15.666785917092561,7.260783117800355,2.9496216343356387,118.12071165248634,0,1,0,1,0,5,0,5,0,1,6,0,0,20,0,5,102,0.2073310989181583,-0.35859265040410987,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4.661360000000003,95.91300000000003,324.12626313199996,56.81,13.540279788497797,7.979133148337014,5.602770034965696,3.993833584176297,2.782002173419561,13.540279788497797,7.979133148337014,5.602770034965696,3.993833584176297,2.782002173419561,0.09090909090909091,-3.559999999999999,16.303143426248415,7.814628518151624,3.8587973751933213,146.90406458165575,0,3,0,2,0,3,0,3,0,3,5,0,0,25,0,3,120,0.1947670818362787,-0.4745710857799676,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.1463,59.223400000000034,225.10010796,61.599999999999994,9.381171665676636,4.970575144761776,3.511491259513287,2.140728863466752,1.3287949739464844,9.381171665676636,4.970575144761776,3.511491259513287,2.140728863466752,1.3287949739464844,0.45454545454545453,-1.46,12.608775790921595,6.194329133544894,3.958296074157437,94.13617987299357,0,1,0,1,0,4,0,5,0,1,6,0,0,16,0,5,88,0.26894183702299046,-0.35865048055949234,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.094100000000003,81.10540000000003,335.015705408,52.370000000000005,10.90077590098666,6.093658020607299,4.32385677350993,3.1089534145222304,2.0948954865690683,12.486772440101367,7.009333549398989,5.226345255796966,4.0114418968092656,2.7053458390968625,0.2,-1.7199999999999998,14.684176925328423,6.631347970225811,3.234591809642331,125.21739222639887,0,2,0,2,0,3,0,5,0,2,5,0,0,20,0,4,104,0.26894259413901994,-0.3692282371140171,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6.955180000000006,121.09600000000002,389.177964356,33.019999999999996,16.902467269756343,10.04420148518185,7.479156431037462,5.447795145862327,3.6962601974623106,16.902467269756343,10.04420148518185,7.479156431037462,5.447795145862327,3.6962601974623106,0.10714285714285714,-3.8299999999999983,19.484860259664924,8.675105845894873,3.9700166992569383,177.56857910625104,0,4,0,2,0,2,0,2,0,4,6,0,0,30,0,2,146,0.14610770093071507,-0.4837059269112757,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,3.843580000000003,82.59340000000003,296.116092372,76.16,12.392674754287766,6.8502645841508345,5.191269662462625,3.7791745648187844,2.1405690326793523,12.392674754287766,6.8502645841508345,5.191269662462625,3.7791745648187844,2.1405690326793523,0.23529411764705882,-2.87,15.51754553425585,6.269480569894606,3.0654376503588385,128.47230853101942,0,2,0,2,0,4,0,5,0,2,5,0,0,22,0,5,112,0.2689437440607828,-0.48871279762882175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.08678,57.213000000000044,205.11027872,42.25,9.227811791565442,4.710866636586509,3.48351089790054,2.505280128573223,1.605344576667799,9.227811791565442,4.710866636586509,3.48351089790054,2.505280128573223,1.605344576667799,0.4166666666666667,-1.3699999999999997,11.703367571533382,4.921948556645518,2.1725644419999552,90.24072594635912,0,1,0,1,0,3,0,3,0,1,4,0,0,15,0,3,80,0.17868946437357766,-0.35388778637281654,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.555480000000002,77.89600000000004,267.125928784,42.25,11.666969380320866,6.414382711434669,4.774139384463752,3.2446331736975096,1.8834188999077808,11.666969380320866,6.414382711434669,4.774139384463752,3.2446331736975096,1.8834188999077808,0.23529411764705882,-2.4699999999999993,13.950082775878094,6.116657111308417,3.098379123472679,118.93287803802654,0,2,0,1,0,3,0,3,0,2,5,0,0,20,0,3,102,0.11889085182712614,-0.4967682033393338,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,5.522580000000005,101.03500000000003,327.162314292,33.019999999999996,14.515715923808212,8.337642027890821,6.2839550316500805,4.6863583474022015,3.247007297964679,14.515715923808212,8.337642027890821,6.2839550316500805,4.6863583474022015,3.247007297964679,0.17391304347826086,-2.889999999999999,16.950042381446433,7.3375138782635485,3.3307258957281993,148.87642701458364,0,3,0,2,0,2,0,2,0,3,5,0,0,25,0,2,124,0.10961440222654735,-0.3747390087420467,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.526180000000005,105.18700000000004,341.177964356,33.019999999999996,15.22282270499476,8.982853189033523,6.409450505174585,4.88886387697922,3.3520435858482047,15.22282270499476,8.982853189033523,6.409450505174585,4.88886387697922,3.3520435858482047,0.20833333333333334,-3.049999999999999,17.762767820209557,7.88693422649565,3.3419414910405907,155.24136912898027,0,3,0,2,0,2,0,2,0,3,6,0,0,26,0,2,130,0.1434804641380355,-0.48833553802191254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,3.5581600000000018,90.47050000000002,384.01095437600003,83.11,12.770639227296993,6.942480414454814,4.84750220836515,3.437243036738735,2.0806148368253727,14.356635766411697,7.858155943246503,5.679162942009796,4.310911167956903,2.7655256580406795,0.16666666666666666,-2.829999999999999,17.52270978816457,7.629156422153901,3.396001474848616,147.71946953957692,0,2,0,1,0,5,0,6,0,2,5,0,0,24,0,5,120,0.3373417911075713,-0.47604109402717015,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,4.576280000000003,102.53750000000002,357.136493468,59.32000000000001,14.909562773925565,8.572022931514761,5.982548259887902,4.2858318056475335,2.9614004678552805,14.909562773925565,8.572022931514761,5.982548259887902,4.2858318056475335,2.9614004678552805,0.13043478260869565,-3.579999999999999,18.21826499389331,8.682660284600018,4.33847212597788,158.15149434413428,0,3,0,2,0,4,0,4,0,3,6,0,0,27,0,4,134,0.3373417727840461,-0.47457108580403895,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.7562,54.606400000000036,211.084457896,61.60000000000001,8.674064884490088,4.459825157241904,3.0286440095173073,2.0753111658252026,1.2090886189282084,8.674064884490088,4.459825157241904,3.0286440095173073,2.0753111658252026,1.2090886189282084,0.4,-1.46,11.613855243722305,5.4281266991622985,3.3020061646166923,87.77123775859695,0,1,0,0,0,4,0,5,0,1,5,0,0,15,0,5,82,0.2689418625139904,-0.3555674901867286,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.6814800000000023,70.98800000000004,237.1153641,33.019999999999996,10.283665116239334,5.888283290773049,4.084440371298135,2.982563237965185,2.0847330363667536,10.283665116239334,5.888283290773049,4.084440371298135,2.982563237965185,2.0847330363667536,0.1875,-2.1099999999999994,12.34963134845644,5.995255084759735,2.583189402740348,107.45439069412303,0,2,0,2,0,2,0,2,0,2,4,0,0,18,0,2,90,0.10199020917643745,-0.37502845855873884,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.6362,59.31350000000004,224.104858992,44.760000000000005,9.5637145821736,5.01569087081522,3.2532796041123064,2.1112926775726915,1.25762503700313,9.5637145821736,5.01569087081522,3.2532796041123064,2.1112926775726915,1.25762503700313,0.4166666666666667,-1.3900000000000001,12.678446269678304,6.9786205730121464,4.001506645563586,95.12321359444103,0,1,0,0,0,4,0,4,0,1,6,0,0,16,0,4,88,0.33734176677599464,-0.4654175213220076,1,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4.455980000000004,103.79840000000004,374.126657056,85.39,15.18767439069976,8.577548468343545,6.08835853941754,4.4929045959995415,3.103655949744234,15.18767439069976,8.577548468343545,6.08835853941754,4.4929045959995415,3.103655949744234,0.13636363636363635,-3.6899999999999995,19.082172158376558,8.334718108962836,3.5649143880160574,162.27800585219376,0,3,0,2,0,5,0,6,0,3,7,0,0,28,0,6,140,0.2689441673648565,-0.46244986766730506,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4,6.072500000000005,117.07500000000002,380.177630008,18.46,16.440852233909872,9.765186501173476,6.904622138684406,5.241348190675561,3.94731913334507,16.440852233909872,9.765186501173476,6.904622138684406,5.241348190675561,3.94731913334507,0.1111111111111111,-3.359999999999998,18.97812927187042,8.763313657427442,3.6728705780315622,171.92460253989265,0,4,0,1,0,2,0,2,0,4,7,0,0,29,0,2,144,0.21712164965009287,-0.46324218489695995,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,3.142680000000002,71.15300000000003,237.1153641,33.019999999999996,10.33607135904663,5.845450818447847,4.182196994225998,3.0848809549734835,2.1565552892056172,10.33607135904663,5.845450818447847,4.182196994225998,3.0848809549734835,2.1565552892056172,0.1875,-2.1099999999999994,12.34963134845644,5.482865645542789,2.1334395089226086,107.45439069412305,0,2,0,0,0,2,0,2,0,2,4,0,0,18,0,2,90,0.13030835048252445,-0.3823112202909357,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.8070600000000026,80.65400000000005,276.12626313199996,56.81,12.07617817336004,6.6964410778859085,5.350884436901051,3.527881712889438,2.0958825041465063,12.07617817336004,6.6964410778859085,5.350884436901051,3.527881712889438,2.0958825041465063,0.2222222222222222,-2.7799999999999994,14.6254049664274,6.114466995731301,3.2157608877563946,124.57685460438496,0,2,0,1,0,3,0,3,0,2,4,0,0,21,0,3,104,0.1929812914669543,-0.47465599965653127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,7.7495000000000065,142.1153999999998,471.18344366,52.370000000000005,19.6057151966322,11.82003345937492,8.565674408886906,6.484470789117541,4.87165776687373,19.6057151966322,11.82003345937492,8.565674408886906,6.484470789117541,4.87165776687373,0.0625,-4.6999999999999975,23.06110874816426,10.281154820579507,4.367496263649547,210.15618512455293,0,5,0,1,0,3,0,4,0,5,8,0,0,36,0,4,176,0.2689433615795835,-0.484084980908426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.98916,68.32100000000004,260.116092372,75.27,11.213030189526183,5.718279460075116,3.9755424965117823,2.9437484896921853,1.7196254111250768,11.213030189526183,5.718279460075116,3.9755424965117823,2.9437484896921853,1.7196254111250768,0.42857142857142855,-2.0799999999999996,14.979101654846337,6.74607993811086,3.0275809825315174,112.4767350861279,0,1,0,1,0,5,0,5,0,1,6,0,0,19,0,5,100,0.19379562110544282,-0.4967681938010669,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.713280000000003,77.43900000000005,267.125928784,42.25,11.61456313751357,6.488793298923456,4.5574834934172115,3.2015644021108316,2.0058355833130888,11.61456313751357,6.488793298923456,4.5574834934172115,3.2015644021108316,2.0058355833130888,0.23529411764705882,-2.309999999999999,14.10658543651438,6.740002288400467,3.3714914044335913,118.93287803802652,0,2,0,2,0,3,0,3,0,2,5,0,0,20,0,3,102,0.20571207612943326,-0.46431360121951815,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
