SMILES,Eox
COC(=O)c1ccc(C(C)(c2ccccc2)C(Br)OC)cc1,2.25328426
CCc1ccc(C(C)C(Br)OC)cc1,2.03506006
CCc1ccc(C(C#N)C(C)Oc2ccccc2)cc1,1.86390916
COC(c1ccccc1)C(C#N)(C#N)c1ccccc1,2.6035858
COC(=O)c1ccc(C(C)C(OC)Oc2ccccc2)cc1,1.79259175
N#CC(Oc1ccccc1)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.13951925
N#Cc1ccc(C(C#N)(C#N)C(Oc2ccccc2)c2ccccc2)cc1,2.10044569
COCC(C)(C#N)c1ccc([N+](=O)[O-])cc1,3.09018223
COC(C#N)C(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.80785656
COC(c1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccc(C#N)cc1,2.20555792
COC(c1ccccc1)C(C)(C#N)c1ccc(C#N)cc1,2.536105
CC(C)(c1ccccc1)C(C#N)Oc1ccccc1,2.07252823
COCOCCc1ccccc1,2.25605968
CC(c1ccc([N+](=O)[O-])cc1)C(Oc1ccccc1)c1ccccc1,1.80821029
COC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc(C#N)cc1,2.00444881
COCC(C)(c1ccccc1)c1ccc(C(=O)OC)cc1,2.17491946
COCOC(C)C(C)(c1ccccc1)c1ccccc1,2.00752354
COCOC(OC)C(C)(C#N)c1ccccc1,2.51645938
COC(OC)C(C)(C#N)c1ccc(C#N)cc1,2.81239534
CC(C#N)(c1ccc(C#N)cc1)C(C#N)Oc1ccccc1,2.22732592
COC(=O)c1ccc(C(C)(C#N)C(OC)c2ccccc2)cc1,2.44644805
COCOC(c1ccccc1)C(C#N)(C#N)c1ccc(OC)cc1,2.10602374
COCOC(OC)C(C)c1ccc(C(=O)OC)cc1,2.45401243
CC(COc1ccccc1)(c1ccccc1)c1ccccc1,1.79425156
COC(=O)c1ccc(C(C#N)(c2ccccc2)C(C)OC)cc1,2.41779592
CCc1ccc(C(C#N)(c2ccccc2)C(OC)Oc2ccccc2)cc1,1.94763433
COCOC(C#N)C(C#N)c1ccc([N+](=O)[O-])cc1,3.34903096
CCc1ccc(C(C#N)(C#N)C(C)OC)cc1,2.52084019
CCc1ccc(C(C#N)(c2ccccc2)C(C#N)Oc2ccccc2)cc1,2.21206111
N#Cc1ccc(C(C#N)C(C#N)Oc2ccccc2)cc1,2.24269957
COCOCC(C#N)(C#N)c1ccc(C#N)cc1,3.17611141
COc1ccc(C(C#N)C(C#N)OC)cc1,1.96406917
N#CC(C#N)(COc1ccccc1)c1ccc([N+](=O)[O-])cc1,2.12439049
CC(C#N)(COc1ccccc1)c1ccc(C#N)cc1,1.9415665000000002
CCc1ccc(C(C)(C)COC)cc1,1.99076218
CC(C)(c1ccc(-c2ccccc2)cc1)C(C#N)Oc1ccccc1,1.81044151
CCc1ccc(C(C#N)(C#N)C(Oc2ccccc2)c2ccccc2)cc1,2.03331862
COCOC(Cc1ccc(C#N)cc1)OC,2.56372315
COCOC(c1ccccc1)C(c1ccccc1)c1ccccc1,2.11331602
COCOC(C#N)C(C)c1ccc(C(=O)OC)cc1,2.73111907
N#CC(C#N)(COc1ccccc1)c1ccc(-c2ccccc2)cc1,2.07105889
COC(C#N)C(C#N)(C#N)c1ccccc1,2.95489411
CCc1ccc(C(COC)c2ccccc2)cc1,1.9728580000000002
CCc1ccc(C(C)(C)COCOC)cc1,2.02572703
COCOC(c1ccccc1)C(C#N)(C#N)c1ccccc1,2.63743504
N#CC(COc1ccccc1)(c1ccccc1)c1ccccc1,1.93669591
CCc1ccc(C(C)(C#N)C(Oc2ccccc2)c2ccccc2)cc1,1.87430338
CC(C#N)(COc1ccccc1)c1ccc([N+](=O)[O-])cc1,1.96771531
COC(=O)c1ccc(C(C#N)(c2ccccc2)C(C#N)Oc2ccccc2)cc1,2.21652355
COC(C#N)C(C#N)c1ccc([N+](=O)[O-])cc1,3.31202536
COCOC(Br)C(C)(C)c1ccccc1,2.37406945
COCOC(OC)C(C)c1ccc([N+](=O)[O-])cc1,2.79971548
COC(C#N)C(C#N)(c1ccccc1)c1ccc(C#N)cc1,2.71362304
COC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(C#N)cc1,2.51746615
N#CC(c1ccc(-c2ccccc2)cc1)C(Br)Oc1ccccc1,1.98910237
COC(=O)c1ccc(C(C#N)(COc2ccccc2)c2ccccc2)cc1,1.96409638
COCOC(c1ccccc1)C(C)(c1ccccc1)c1ccc(C(=O)OC)cc1,2.1184315
N#Cc1ccc(CC(Oc2ccccc2)c2ccccc2)cc1,1.81795147
COC(Br)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.63305423
CCc1ccc(C(C#N)(c2ccccc2)C(C#N)OC)cc1,2.28852121
COC(Oc1ccccc1)C(C#N)(C#N)c1ccc([N+](=O)[O-])cc1,2.15965465
CCc1ccc(C(C#N)(c2ccccc2)C(C)OCOC)cc1,2.11826824
COC(OC)C(C)c1ccccc1,2.28229012
CCc1ccc(C(C)(C#N)C(C)OCOC)cc1,2.22923062
COCOC(C)Cc1ccc(C#N)cc1,2.57294734
CC(Oc1ccccc1)C(C#N)c1ccc(-c2ccccc2)cc1,1.84635871
COC(=O)c1ccc(C(C#N)(C#N)C(OC)c2ccccc2)cc1,2.69471209
COC(C#N)C(C)(C#N)c1ccccc1,2.69958268
COCOC(OC)C(C#N)c1ccc(C(=O)OC)cc1,2.73669712
COCOC(C)C(C)(C#N)c1ccccc1,2.50007896
COC(C)C(C#N)(C#N)c1ccc(C#N)cc1,3.10822246
COCOC(Br)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.42802688
COCCc1ccc([N+](=O)[O-])cc1,2.57847097
N#CC(c1ccccc1)(c1ccc([N+](=O)[O-])cc1)C(Br)Oc1ccccc1,2.2593793
COCOC(C#N)C(C)c1ccc([N+](=O)[O-])cc1,2.90689567
N#CC(C#N)(c1ccc([N+](=O)[O-])cc1)C(Oc1ccccc1)c1ccccc1,2.1056428
COCOC(OC)C(C)(C#N)c1ccc(C(=O)OC)cc1,2.59153177
COCC(C#N)c1ccc([N+](=O)[O-])cc1,2.94150679
COC(=O)c1ccc(C(C#N)(c2ccccc2)C(C)Oc2ccccc2)cc1,1.90589419
N#CC(Oc1ccccc1)C(C#N)(C#N)c1ccc([N+](=O)[O-])cc1,2.36680438
O=[N+]([O-])c1ccc(C(COc2ccccc2)c2ccccc2)cc1,1.82189692
CC(C#N)(c1ccc(C#N)cc1)C(Br)Oc1ccccc1,2.20547629
COCOC(C#N)C(c1ccccc1)(c1ccccc1)c1ccccc1,2.15391334
N#CC(C#N)(c1ccccc1)C(Br)Oc1ccccc1,2.31077899
COC(c1ccccc1)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.19685072
COC(c1ccccc1)C(C)(C)c1ccccc1,2.09383366
COCOC(OC)C(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1,2.5135207000000004
CC(c1ccccc1)(c1ccccc1)C(C#N)Oc1ccccc1,2.08790188
COC(=O)c1ccc(C(c2ccccc2)(c2ccccc2)C(OC)Oc2ccccc2)cc1,1.89925495
COCOCC(C#N)(C#N)c1ccc(OC)cc1,2.07658252
CCc1ccc(C(C#N)(c2ccccc2)C(OCOC)c2ccccc2)cc1,2.14656664
COCOC(C)C(C#N)c1ccc(C(=O)OC)cc1,2.7420847000000004
COC(OC)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.09508532
COC(OC)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1,2.01155062
CCc1ccc(C(C)(c2ccccc2)C(Br)Oc2ccccc2)cc1,2.02885618
CCc1ccc(C(C)(c2ccccc2)C(OC)c2ccccc2)cc1,1.84842667
COCOC(C#N)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.21402023
N#CC(C#N)(c1ccccc1)C(Oc1ccccc1)c1ccccc1,2.05078744
CCc1ccc(C(C)COC)cc1,1.99457158
N#Cc1ccc(C(c2ccccc2)(c2ccccc2)C(Br)Oc2ccccc2)cc1,2.14139674
CC(c1ccccc1)(c1ccc([N+](=O)[O-])cc1)C(C#N)Oc1ccccc1,2.14204978
COCOC(C#N)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1,2.11119364
CCc1ccc(C(COC)(c2ccccc2)c2ccccc2)cc1,1.90554046
COCOC(C#N)C(C#N)c1ccccc1,2.76268267
CCc1ccc(C(C#N)(C#N)C(C#N)OC)cc1,2.74673761
COC(c1ccccc1)C(C)(C#N)c1ccccc1,2.35861417
CC(C#N)(c1ccc(-c2ccccc2)cc1)C(Br)Oc1ccccc1,1.92785266
COCOC(C)Cc1ccc(C(=O)OC)cc1,2.43893809
N#Cc1ccc(CCOc2ccccc2)cc1,1.80929869
COC(C#N)Cc1ccc(C#N)cc1,2.92436449
COC(C#N)C(C)(C#N)c1ccc(-c2ccccc2)cc1,1.94192023
CCc1ccc(C(COc2ccccc2)(c2ccccc2)c2ccccc2)cc1,1.82287648
CCc1ccc(C(c2ccccc2)C(OCOC)c2ccccc2)cc1,1.92208414
CCc1ccc(C(C)(C#N)C(OC)Oc2ccccc2)cc1,1.92309091
COc1ccc(C(C#N)(C#N)C(Oc2ccccc2)c2ccccc2)cc1,1.99778236
COCOC(c1ccccc1)C(C)(c1ccccc1)c1ccc(C#N)cc1,2.22498586
COCOC(c1ccccc1)C(C)(C#N)c1ccc(C(=O)OC)cc1,2.54870323
CCc1ccc(C(C)C(Br)OCOC)cc1,2.04681478
COC(C)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,1.99892518
COC(Br)C(C)(C#N)c1ccccc1,2.487127
COCC(c1ccccc1)c1ccccc1,2.05598455
COCOC(Br)C(C)(c1ccccc1)c1ccc(C(=O)OC)cc1,2.30775868
CCc1ccc(C(C#N)(C#N)C(Br)OC)cc1,2.64788368
c1ccc(CC(Oc2ccccc2)c2ccccc2)cc1,1.78461922
N#CC(c1ccccc1)(c1ccccc1)C(Oc1ccccc1)c1ccccc1,1.9704091000000001
CC(COc1ccccc1)c1ccc(C#N)cc1,1.78486411
COCOC(c1ccccc1)C(C)(C#N)c1ccc(C#N)cc1,2.43281584
CC(c1ccccc1)(c1ccc([N+](=O)[O-])cc1)C(Oc1ccccc1)c1ccccc1,1.85623594
COCOC(c1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,1.94532148
N#CC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.98874864
CC(C)(c1ccc([N+](=O)[O-])cc1)C(C#N)Oc1ccccc1,2.11630912
CCc1ccc(C(COc2ccccc2)c2ccccc2)cc1,1.78948981
CCc1ccc(C(C#N)(c2ccccc2)C(OC)OCOC)cc1,2.16177703
CC(C#N)(c1ccc(-c2ccccc2)cc1)C(C#N)Oc1ccccc1,1.97759254
COC(C)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.32596217
N#Cc1ccc(C(C#N)(C#N)C(C#N)Oc2ccccc2)cc1,2.34993418
COc1ccc(C(C#N)C(C)OC)cc1,1.83305302
CC(Oc1ccccc1)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1,1.99884355
CCc1ccc(CC(OC)c2ccccc2)cc1,1.98798676
COC(C#N)C(C)c1ccc(C#N)cc1,2.83552384
COCOC(C)C(c1ccccc1)c1ccc(C#N)cc1,2.26231798
COCOC(C)C(C)(C#N)c1ccc(OC)cc1,1.81460464
N#CC(Cc1ccccc1)Oc1ccccc1,2.07024259
COCOC(C)C(C)(C#N)c1ccc(C#N)cc1,2.81462656
COC(C)C(c1ccccc1)c1ccccc1,2.04471961
COCOC(c1ccccc1)C(C#N)(c1ccccc1)c1ccccc1,2.26288939
COC(C#N)C(C)(C)c1ccc([N+](=O)[O-])cc1,3.04319056
COCOC(C#N)C(C)(C)c1ccc(-c2ccccc2)cc1,1.7968093
COCC(c1ccccc1)c1ccc(C(=O)OC)cc1,2.21072782
COC(Oc1ccccc1)C(C)(C#N)c1ccccc1,1.88480644
COCC(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.12501632
COC(Br)C(C)(C)c1ccccc1,2.39575582
COCOCCc1ccc([N+](=O)[O-])cc1,2.69947384
COCOC(OC)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.89797608
CC(C)(COc1ccccc1)c1ccc(C#N)cc1,1.7881021000000001
COCOC(C#N)C(C)c1ccc(-c2ccccc2)cc1,1.82908036
COC(c1ccccc1)C(C)(C)c1ccc(C#N)cc1,2.3178807999999997
COC(=O)c1ccc(C(C)C(OC)c2ccccc2)cc1,2.27780047
COC(c1ccccc1)C(C)(c1ccccc1)c1ccccc1,2.00529232
COC(c1ccccc1)C(C)(C#N)c1ccc([N+](=O)[O-])cc1,2.49860962
COC(Br)C(C#N)(C#N)c1ccc(C#N)cc1,3.10250836
CCc1ccc(C(c2ccccc2)C(OC)OC)cc1,1.89960868
CCc1ccc(C(C)(C)C(C)OC)cc1,1.84845388
COCOC(c1ccccc1)C(C#N)(C#N)c1ccc(C#N)cc1,2.71095646
COC(C#N)Cc1ccccc1,2.52288094
COCC(C)c1ccc(C(=O)OC)cc1,2.37115798
COc1ccc(C(C)(C#N)C(OC)Oc2ccccc2)cc1,1.80570697
COCOC(Br)C(C#N)c1ccc(C(=O)OC)cc1,2.74632946
COCOCC(C#N)c1ccc(-c2ccccc2)cc1,1.85362378
CC(c1ccccc1)(c1ccccc1)C(Oc1ccccc1)c1ccccc1,1.80538045
CCc1ccc(C(C#N)(c2ccccc2)C(Oc2ccccc2)c2ccccc2)cc1,1.94937577
COCOC(OC)C(C)c1ccccc1,2.23728478
COC(=O)c1ccc(C(C)(C)C(C)OC)cc1,2.41959178
COCOC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1,2.3548864
CCc1ccc(C(C)(COc2ccccc2)c2ccccc2)cc1,1.79022448
CCc1ccc(C(C#N)C(OC)c2ccccc2)cc1,2.29088848
CC(c1ccccc1)C(C#N)Oc1ccccc1,2.08572508
COC(=O)c1ccc(C(C)(C)C(Br)OC)cc1,2.37055936
COC(=O)c1ccc(C(C)(C)C(Oc2ccccc2)c2ccccc2)cc1,1.80546208
COC(Oc1ccccc1)C(C)(C#N)c1ccc(-c2ccccc2)cc1,1.87473874
N#Cc1ccc(C(C#N)(C#N)C(Br)Oc2ccccc2)cc1,2.34114535
COCOC(C#N)C(C#N)(C#N)c1ccc([N+](=O)[O-])cc1,3.52902511
CC(C#N)(c1ccc([N+](=O)[O-])cc1)C(C#N)Oc1ccccc1,2.21728543
COCOCC(C)(c1ccccc1)c1ccccc1,2.06964397
COc1ccc(C(C#N)(c2ccccc2)C(Br)OC)cc1,1.92151273
COC(Br)C(C)c1ccc([N+](=O)[O-])cc1,2.60219809
COCOC(C#N)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.50010617
COCOCC(C)(C#N)c1ccc(OC)cc1,1.83128437
CCc1ccc(C(C#N)C(OCOC)c2ccccc2)cc1,2.23287676
COCOC(Br)C(C)(C)c1ccc([N+](=O)[O-])cc1,2.97492067
COCOC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(OC)cc1,1.81082245
COCC(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.33970322
N#Cc1ccc(CC(C#N)Oc2ccccc2)cc1,2.12030899
COCOC(c1ccccc1)C(C#N)(C#N)c1ccc([N+](=O)[O-])cc1,2.74213912
CCc1ccc(C(c2ccccc2)C(C)OC)cc1,1.85620873
COc1ccc(C(C#N)(c2ccccc2)C(OC)Oc2ccccc2)cc1,1.84453564
COC(C#N)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1,2.14332865
CC(Oc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,1.80070033
CCc1ccc(C(C#N)(c2ccccc2)C(C)OC)cc1,2.09573836
COC(=O)c1ccc(C(c2ccccc2)C(Br)OC)cc1,2.31075178
COCOC(OC)C(C)(C)c1ccc(C(=O)OC)cc1,2.40010942
CCc1ccc(C(C#N)(C#N)C(OC)c2ccccc2)cc1,2.48029729
COCOC(Br)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.31711892
COC(=O)c1ccc(C(C#N)(C#N)C(C#N)OC)cc1,3.21140278
COCOC(OC)C(C)(C#N)c1ccc(C#N)cc1,2.61607519
COC(Oc1ccccc1)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,1.866739
COC(Br)C(C#N)c1ccc(C#N)cc1,2.8884745
COC(=O)c1ccc(C(C#N)C(OC)OC)cc1,2.73911881
COCOC(C)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.52435028
COCOC(c1ccccc1)C(c1ccccc1)c1ccc(C#N)cc1,2.28152824
COc1ccc(C(C#N)C(Br)Oc2ccccc2)cc1,1.97702113
COCC(C#N)(c1ccccc1)c1ccc(C#N)cc1,2.56396804
COCOC(C#N)C(C#N)c1ccc(-c2ccccc2)cc1,1.99563277
COCOC(c1ccccc1)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.23222372
COC(=O)c1ccc(C(c2ccccc2)(c2ccccc2)C(OC)OC)cc1,2.12561494
CC(c1ccc(-c2ccccc2)cc1)C(C#N)Oc1ccccc1,1.83438631
COC(=O)c1ccc(C(C)(C#N)C(Oc2ccccc2)c2ccccc2)cc1,1.93348513
CCc1ccc(C(C#N)(C#N)C(OC)Oc2ccccc2)cc1,2.11766962
COC(=O)c1ccc(C(c2ccccc2)(c2ccccc2)C(C)OC)cc1,2.06594341
COCOC(c1ccccc1)C(C#N)c1ccc([N+](=O)[O-])cc1,2.48511346
CC(c1ccc(C#N)cc1)C(Br)Oc1ccccc1,2.12313883
COCOC(C#N)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.7709273
N#Cc1ccc(C(C#N)(c2ccccc2)C(Oc2ccccc2)c2ccccc2)cc1,1.96643644
CCc1ccc(CC(C)OCOC)cc1,2.00004079
COC(=O)c1ccc(C(C#N)(c2ccccc2)C(Br)Oc2ccccc2)cc1,2.23431889
COC(=O)c1ccc(C(C#N)(C#N)C(C)OC)cc1,2.95124797
O=[N+]([O-])c1ccc(CC(Br)Oc2ccccc2)cc1,2.14324702
COC(=O)c1ccc(CC(C#N)Oc2ccccc2)cc1,2.11274461
COCOC(OC)C(c1ccccc1)(c1ccccc1)c1ccc(C(=O)OC)cc1,2.16019885
COCC(C)(C)c1ccccc1,2.23230535
COC(c1ccccc1)C(C#N)(c1ccccc1)c1ccccc1,2.31211228
COCC(C)c1ccc([N+](=O)[O-])cc1,2.57678395
COCOC(C#N)C(c1ccccc1)c1ccccc1,2.22882247
CCc1ccc(C(C#N)COCOC)cc1,2.29031707
COC(C#N)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.79824614
CCc1ccc(C(C#N)(C#N)C(C#N)Oc2ccccc2)cc1,2.31562237
COCOC(Br)Cc1ccc(C(=O)OC)cc1,2.47229755
COCC(C#N)c1ccc(-c2ccccc2)cc1,1.89958147
COCOCC(C#N)c1ccc(C(=O)OC)cc1,2.81974204
CCc1ccc(C(C#N)(c2ccccc2)C(OC)c2ccccc2)cc1,2.14770946
COCCc1ccc(C#N)cc1,2.75011165
COC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.8525898
COc1ccc(C(C)(C#N)C(OC)c2ccccc2)cc1,1.78731301
COCOC(c1ccccc1)C(C)c1ccc([N+](=O)[O-])cc1,2.39423206
CCc1ccc(C(c2ccccc2)(c2ccccc2)C(OC)OCOC)cc1,1.88009911
COC(Oc1ccccc1)C(C)(c1ccccc1)c1ccccc1,1.83740662
COCOCC(C)(C#N)c1ccc([N+](=O)[O-])cc1,2.96934262
COC(OC)C(C)(c1ccccc1)c1ccccc1,2.03720965
CCc1ccc(CC(Br)OCOC)cc1,2.0621068
COC(OC)C(C)(c1ccccc1)c1ccc(C#N)cc1,2.22593821
COC(Br)C(C)(c1ccccc1)c1ccc(C#N)cc1,2.21608819
COC(=O)c1ccc(C(C)(C#N)C(C)OC)cc1,2.6079394000000002
COC(c1ccccc1)C(C)c1ccc([N+](=O)[O-])cc1,2.37183823
CC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,1.94148487
COC(Br)Cc1ccc(C#N)cc1,2.89892314
COC(=O)c1ccc(C(COc2ccccc2)(c2ccccc2)c2ccccc2)cc1,1.82382883
COC(Br)C(C#N)c1ccc(-c2ccccc2)cc1,1.9274173
CCc1ccc(C(C#N)(C#N)C(Br)Oc2ccccc2)cc1,2.33752642
CCc1ccc(C(C)(C#N)C(C#N)Oc2ccccc2)cc1,2.17543645
COC(OC)C(c1ccccc1)c1ccc(C#N)cc1,2.29143268
COCOC(Br)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1,2.12205043
CCc1ccc(C(c2ccccc2)C(Br)OC)cc1,1.9916328999999997
COc1ccc(C(C#N)(c2ccccc2)C(C)OC)cc1,1.79052379
CCc1ccc(C(c2ccccc2)(c2ccccc2)C(C)OC)cc1,1.90344529
CCc1ccc(C(C)(C#N)C(OC)c2ccccc2)cc1,2.09133034
COC(OC)C(C#N)(C#N)c1ccc(C#N)cc1,3.04923118
COCOC(Br)Cc1ccc([N+](=O)[O-])cc1,2.47477366
CCc1ccc(C(c2ccccc2)C(Br)Oc2ccccc2)cc1,1.96926628
COC(=O)c1ccc(C(c2ccccc2)C(OC)c2ccccc2)cc1,2.15614456
COCOC(c1ccccc1)C(C)(c1ccccc1)c1ccccc1,2.0101357
CCc1ccc(C(c2ccccc2)(c2ccccc2)C(Oc2ccccc2)c2ccccc2)cc1,1.78108192
CCc1ccc(C(C#N)(COCOC)c2ccccc2)cc1,2.22637357
COCC(C)(C)c1ccc(C(=O)OC)cc1,2.49675934
COCOC(c1ccccc1)C(C)(C)c1ccc(C#N)cc1,2.32846549
CCc1ccc(C(C)C(Br)Oc2ccccc2)cc1,2.02624402
COC(=O)c1ccc(C(C#N)C(C)Oc2ccccc2)cc1,1.89541834
CC(c1ccccc1)(c1ccc([N+](=O)[O-])cc1)C(Br)Oc1ccccc1,2.15004952
COC(Br)C(C#N)(C#N)c1ccc([N+](=O)[O-])cc1,3.18187993
COc1ccc(C(C#N)C(OC)OC)cc1,1.83430468
COC(=O)c1ccc(CC(Oc2ccccc2)c2ccccc2)cc1,1.81416928
CC(Oc1ccccc1)C(C#N)(C#N)c1ccc(C#N)cc1,2.0368015
BrC(Oc1ccccc1)C(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.79876842
CC(C#N)(c1ccccc1)C(Br)Oc1ccccc1,2.17783093
COCOC(OC)C(C#N)(C#N)c1ccccc1,2.74178539
COC(C)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.55273031
N#CC(c1ccc([N+](=O)[O-])cc1)C(Oc1ccccc1)c1ccccc1,1.98815002
COC(=O)c1ccc(C(C)(C#N)COc2ccccc2)cc1,1.91832916
COC(Oc1ccccc1)C(C#N)c1ccc(C#N)cc1,1.98330664
CCc1ccc(C(C)(C)C(Br)Oc2ccccc2)cc1,2.05927696
COC(=O)c1ccc(C(C)(C#N)C(C#N)Oc2ccccc2)cc1,2.19965335
COCC(C)(C)c1ccc([N+](=O)[O-])cc1,2.44701946
COc1ccc(C(C)(C#N)C(C#N)OC)cc1,1.94104951
COc1ccc(C(C#N)(C#N)C(OC)OC)cc1,2.06398429
COC(=O)c1ccc(C(C)(c2ccccc2)C(OC)Oc2ccccc2)cc1,1.83011434
COCOC(C#N)Cc1ccccc1,2.51093575
COCCc1ccccc1,2.18885098
COCOC(OC)C(C)(C#N)c1ccc([N+](=O)[O-])cc1,3.00697405
COC(Oc1ccccc1)C(C)(C#N)c1ccc(C#N)cc1,1.96262704
COCOC(Br)C(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.79860516
COCOC(c1ccccc1)C(C)(C#N)c1ccc(-c2ccccc2)cc1,1.8719089
BrC(Cc1ccc(-c2ccccc2)cc1)Oc1ccccc1,1.82597842
CCc1ccc(CC(OC)OCOC)cc1,2.10145246
CCc1ccc(C(c2ccccc2)(c2ccccc2)C(C)OCOC)cc1,1.94159371
COC(OC)C(C#N)c1ccc(C#N)cc1,2.80790569
CCc1ccc(C(C)(c2ccccc2)C(C#N)OC)cc1,2.03247511
O=[N+]([O-])c1ccc(C(c2ccccc2)C(Oc2ccccc2)c2ccccc2)cc1,1.89008518
CCc1ccc(C(C#N)(C#N)COC)cc1,2.61955807
COC(=O)c1ccc(C(c2ccccc2)C(C)OC)cc1,2.16243007
COCOC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(C#N)cc1,2.43654361
CC(Oc1ccccc1)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,1.79373457
N#Cc1ccc(C(COc2ccccc2)(c2ccccc2)c2ccccc2)cc1,1.87920118
COCOCC(C)(C#N)c1ccc(C#N)cc1,2.86999891
COCOCC(C#N)c1ccc(C#N)cc1,2.86303315
CCc1ccc(C(c2ccccc2)(c2ccccc2)C(Br)OCOC)cc1,1.85218165
COC(=O)c1ccc(C(C)(COc2ccccc2)c2ccccc2)cc1,1.81637329
COCOC(C#N)C(C#N)(c1ccccc1)c1ccc(OC)cc1,1.95805576
COC(Br)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.22582937
CCc1ccc(C(C)(c2ccccc2)C(OC)OCOC)cc1,1.88320105
COCC(C#N)(c1ccccc1)c1ccc(OC)cc1,1.82750218
COCOCC(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1,2.53305748
COCOC(Br)C(C#N)(c1ccccc1)c1ccc(C(=O)OC)cc1,2.50309927
CCc1ccc(C(COCOC)(c2ccccc2)c2ccccc2)cc1,1.92303649
COCOC(Br)C(C#N)(C#N)c1ccc(C(=O)OC)cc1,2.9309221
COC(OC)C(C#N)(C#N)c1ccccc1,2.73071092
COCOC(C#N)C(C)(C)c1ccccc1,2.44840717
COC(C#N)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.46554947
COC(C)Cc1ccc([N+](=O)[O-])cc1,2.48394343
COCOC(C)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.82804638
COC(C#N)Cc1ccc(-c2ccccc2)cc1,1.83142042
COc1ccc(C(C#N)(C#N)C(C)Oc2ccccc2)cc1,1.98578275
COC(=O)c1ccc(C(C)(C)COc2ccccc2)cc1,1.79221081
N#CC(c1ccccc1)(c1ccccc1)C(Br)Oc1ccccc1,2.21565283
COCC(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.89754072
COCOC(C#N)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.93351234
CC(C#N)(COc1ccccc1)c1ccccc1,1.91487349
CCc1ccc(C(C#N)(C#N)C(C)Oc2ccccc2)cc1,2.01481582
COC(OC)C(C)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.25578758
COc1ccc(C(C#N)(C#N)C(C#N)Oc2ccccc2)cc1,2.18370829
COCOC(Br)C(C#N)c1ccc(OC)cc1,1.93645102
COCOC(C#N)C(C#N)(C#N)c1ccc(OC)cc1,2.16400825
COCC(C#N)(C#N)c1ccc(-c2ccccc2)cc1,2.10139804
COC(Oc1ccccc1)C(C#N)c1ccc([N+](=O)[O-])cc1,1.99476205
COCOC(C#N)C(C#N)c1ccc(C#N)cc1,3.11665756
