SMILES,Eox
COCOC(Br)C(C)(C#N)c1ccccc1,2.57313781
COCOC(C#N)C(C#N)(C#N)c1ccc(C(=O)OC)cc1,3.0767677000000004
CCc1ccc(C(C#N)(C#N)C(C#N)OCOC)cc1,2.69808613
N#Cc1ccc(C(c2ccccc2)C(C#N)Oc2ccccc2)cc1,2.13633568
COCOC(C)Cc1ccc([N+](=O)[O-])cc1,2.58989917
COC(Br)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.33102323
CC(C#N)(c1ccc(-c2ccccc2)cc1)C(Oc1ccccc1)c1ccccc1,1.90769005
CC(Oc1ccccc1)C(C)(C#N)c1ccc([N+](=O)[O-])cc1,1.90570372
COC(OC)C(C)(C#N)c1ccccc1,2.48729026
COc1ccc(C(C)(C#N)COc2ccccc2)cc1,1.82274043
COC(c1ccccc1)C(C)(C#N)c1ccc(-c2ccccc2)cc1,1.8792556
CCc1ccc(C(C#N)(c2ccccc2)C(C)Oc2ccccc2)cc1,1.87264357
COC(=O)c1ccc(C(C#N)(C#N)C(Br)Oc2ccccc2)cc1,2.36435548
COC(=O)c1ccc(C(c2ccccc2)C(C#N)Oc2ccccc2)cc1,2.15097466
COC(Cc1ccc([N+](=O)[O-])cc1)OC,2.72018065
COC(c1ccccc1)C(C#N)c1ccccc1,2.42438074
COCOCCc1ccc(C(=O)OC)cc1,2.49275947
COC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.01508792
COC(Oc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,1.79830585
COCC(C#N)(c1ccccc1)c1ccccc1,2.36198821
CC(C)(c1ccc(C#N)cc1)C(C#N)Oc1ccccc1,2.11971037
O=[N+]([O-])c1ccc(C(c2ccccc2)(c2ccccc2)C(Oc2ccccc2)c2ccccc2)cc1,1.87158238
COCOC(C)C(C#N)(C#N)c1ccc(OC)cc1,1.97927956
COC(Oc1ccccc1)C(C)c1ccc(C#N)cc1,1.82899873
COC(=O)c1ccc(CC(Br)OC)cc1,2.70260299
COCOC(Cc1ccc(C(=O)OC)cc1)c1ccccc1,2.33505031
COCC(C)(c1ccccc1)c1ccc(C#N)cc1,2.27020888
COCOC(OC)C(C)(c1ccccc1)c1ccc(C#N)cc1,2.27692975
COC(Cc1ccc([N+](=O)[O-])cc1)Oc1ccccc1,1.85351494
COCC(C)(C)c1ccc(C#N)cc1,2.44669294
COCOC(C)C(C)(C#N)c1ccc(C(=O)OC)cc1,2.78736214
COC(c1ccccc1)C(c1ccccc1)c1ccccc1,2.04210745
COC(Cc1ccc(C#N)cc1)Oc1ccccc1,1.84453564
COc1ccc(C(C#N)(C#N)C(OC)c2ccccc2)cc1,2.08112659
N#CC(c1ccccc1)(c1ccc([N+](=O)[O-])cc1)C(Oc1ccccc1)c1ccccc1,1.98298012
COc1ccc(C(C#N)C(C#N)Oc2ccccc2)cc1,2.02869292
N#Cc1ccc(C(C#N)(c2ccccc2)C(C#N)Oc2ccccc2)cc1,2.24400565
COCOC(Br)C(C)(C)c1ccc(C(=O)OC)cc1,2.40315694
COC(Br)C(C)(C)c1ccc([N+](=O)[O-])cc1,2.98406323
N#CC(Oc1ccccc1)C(c1ccccc1)c1ccccc1,2.08583392
COC(C)C(C)(c1ccccc1)c1ccc(C#N)cc1,2.22846874
CCc1ccc(C(C)(C#N)C(C#N)OCOC)cc1,2.42854387
COCOC(C#N)C(C)(C)c1ccc(C#N)cc1,2.81389189
COCOC(C#N)C(C)c1ccccc1,2.42995879
BrC(Oc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,2.09323504
COCOC(C)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.24854972
CCc1ccc(C(C)C(OC)OCOC)cc1,1.98080332
CC(C)(c1ccc(C#N)cc1)C(Br)Oc1ccccc1,2.1255061
COC(=O)c1ccc(CC(OC)c2ccccc2)cc1,2.3679472
CCc1ccc(C(C)(C#N)COc2ccccc2)cc1,1.89446599
CCc1ccc(C(C)C(C#N)OCOC)cc1,2.15592688
COCOC(C#N)C(C)(C#N)c1ccc([N+](=O)[O-])cc1,3.23330683
COCOC(Cc1ccccc1)OC,2.30514652
COCOCC(C#N)c1ccc([N+](=O)[O-])cc1,2.95345198
CCc1ccc(C(C)C(C)OC)cc1,1.96948396
COCOC(C#N)C(C#N)(c1ccccc1)c1ccccc1,2.50214692
COC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.86173236
COCOCC(C)c1ccc([N+](=O)[O-])cc1,2.63177536
COCOC(OC)C(C#N)(C#N)c1ccc(C(=O)OC)cc1,2.99913757
COCOC(C#N)Cc1ccc(OC)cc1,1.78584367
COC(=O)c1ccc(C(C#N)C(Br)OC)cc1,2.75111842
CCc1ccc(C(C)(C#N)COC)cc1,2.26152889
COC(Br)C(C#N)c1ccccc1,2.56541017
COC(=O)c1ccc(CC(C)OC)cc1,2.32343164
COC(C)C(C)(c1ccccc1)c1ccccc1,2.04003949
COc1ccc(C(C#N)(C#N)COc2ccccc2)cc1,2.04512776
COc1ccc(C(C#N)(C#N)C(Br)Oc2ccccc2)cc1,2.16425314
COC(C)Cc1ccccc1,2.11799614
COC(Br)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1,2.10675841
COC(=O)c1ccc(C(C#N)(c2ccccc2)C(C#N)OC)cc1,2.61221137
CCc1ccc(C(C#N)(C#N)C(OC)OC)cc1,2.50342579
CCc1ccc(C(C)(COC)c2ccccc2)cc1,1.8947653000000002
COC(Br)C(C#N)(c1ccccc1)c1ccc(C#N)cc1,2.56108378
CCc1ccc(C(C)(c2ccccc2)C(OCOC)c2ccccc2)cc1,1.8006186999999998
COC(C#N)C(C#N)(C#N)c1ccc(C#N)cc1,3.31858297
COCOC(Cc1ccccc1)c1ccccc1,2.19007543
COCOC(C#N)C(C#N)(C#N)c1ccc(C#N)cc1,3.34021492
COC(C)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1,2.01138736
COCOC(Br)C(C#N)(c1ccccc1)c1ccc(C#N)cc1,2.49289552
COCOC(Br)C(c1ccccc1)(c1ccccc1)c1ccccc1,2.12365582
COCOCC(C#N)c1ccc(OC)cc1,1.85827669
COCOC(C#N)C(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.81011499
COCOC(C#N)C(C)(C#N)c1ccc(-c2ccccc2)cc1,1.95511708
N#CC(C#N)(COc1ccccc1)c1ccccc1,2.03127787
COCOC(OC)C(C#N)(C#N)c1ccc([N+](=O)[O-])cc1,3.29956318
COC(=O)c1ccc(C(C#N)(c2ccccc2)C(OC)c2ccccc2)cc1,2.4465841
COC(=O)c1ccc(C(C)(c2ccccc2)C(OC)c2ccccc2)cc1,2.12422723
COC(OC)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.85645362
COC(=O)c1ccc(C(C#N)(C#N)C(OC)Oc2ccccc2)cc1,2.09410576
COCOC(Br)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.91781217
N#CC(Oc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.1445531000000004
COCOC(C)C(C)c1ccccc1,2.24528452
COC(=O)c1ccc(C(C)C(Br)OC)cc1,2.64418312
COCC(C)(c1ccccc1)c1ccccc1,2.07035143
N#Cc1ccc(C(c2ccccc2)C(Br)Oc2ccccc2)cc1,2.13867574
COCOC(OC)C(c1ccccc1)c1ccc(C(=O)OC)cc1,2.21660518
COCOC(c1ccccc1)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.28261664
COC(=O)c1ccc(C(C)(c2ccccc2)C(C)OC)cc1,2.16430756
COCOC(Cc1ccc([N+](=O)[O-])cc1)OC,2.78347111
COCOC(c1ccccc1)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1,1.85661688
COCOC(C#N)C(C#N)c1ccc(C(=O)OC)cc1,2.94659506
COC(=O)c1ccc(C(C#N)(c2ccccc2)C(OC)OC)cc1,2.49814705
COCOC(OC)C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.35499524
CC(COc1ccccc1)c1ccc([N+](=O)[O-])cc1,1.82148877
c1ccc(OC(c2ccccc2)C(c2ccccc2)c2ccccc2)cc1,1.8705484
COCOC(c1ccccc1)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1,2.05225678
COCOC(Br)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.67482158
COC(Br)C(c1ccccc1)(c1ccccc1)c1ccc(C#N)cc1,2.17753162
COC(=O)c1ccc(C(C)(C#N)C(C)Oc2ccccc2)cc1,1.86611317
COCOCC(C#N)(c1ccccc1)c1ccccc1,2.38062706
COC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccccc1,1.95593338
COCOCC(C)(C)c1ccccc1,2.28008611
CCc1ccc(C(c2ccccc2)C(OC)OCOC)cc1,1.89552718
CC(Oc1ccccc1)C(C#N)(C#N)c1ccccc1,2.00907451
COC(Br)C(C#N)(C#N)c1ccccc1,2.91709942
COCC(C)(C#N)c1ccc(OC)cc1,1.87931002
COCOC(Br)C(C#N)(C#N)c1ccc(C#N)cc1,3.208192
COC(Oc1ccccc1)C(c1ccccc1)c1ccccc1,1.80445531
COCOC(C)C(c1ccccc1)c1ccc(C(=O)OC)cc1,2.18003494
COCOC(C)C(c1ccccc1)(c1ccccc1)c1ccc(C#N)cc1,2.13995461
COCC(C)(C#N)c1ccc(-c2ccccc2)cc1,1.85226328
COC(C#N)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,2.3736612999999998
COC(Oc1ccccc1)C(C)(C)c1ccc([N+](=O)[O-])cc1,1.83014155
COC(Br)C(c1ccccc1)c1ccccc1,2.1916264
COCOC(Cc1ccc([N+](=O)[O-])cc1)c1ccccc1,2.47398457
COC(C)C(C)(C#N)c1ccc(-c2ccccc2)cc1,1.84396423
CC(Oc1ccccc1)C(C#N)c1ccccc1,1.87433059
COCCc1ccc(C(=O)OC)cc1,2.38666768
CC(c1ccccc1)(c1ccc(C#N)cc1)C(Br)Oc1ccccc1,2.14928764
CCc1ccc(CC(C)OC)cc1,1.9614298
CCc1ccc(C(C)(C#N)C(C#N)OC)cc1,2.41521097
COCOC(C#N)C(c1ccccc1)(c1ccccc1)c1ccc(C#N)cc1,2.33300956
COCOC(Br)C(C#N)(C#N)c1ccc([N+](=O)[O-])cc1,3.22313029
COC(Oc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,1.94545753
COCC(c1ccccc1)c1ccc(C#N)cc1,2.29926916
COCOC(c1ccccc1)C(C)(C)c1ccc([N+](=O)[O-])cc1,2.40976897
COc1ccc(C(C#N)(C#N)C(C#N)OC)cc1,2.24294446
CCc1ccc(C(c2ccccc2)C(Br)OCOC)cc1,1.98221824
COC(=O)c1ccc(C(c2ccccc2)(c2ccccc2)C(Oc2ccccc2)c2ccccc2)cc1,1.86230377
CCc1ccc(C(C#N)(C#N)COc2ccccc2)cc1,2.07358942
COCOCC(C)(c1ccccc1)c1ccc(C#N)cc1,2.27469853
CCc1ccc(CC(C#N)Oc2ccccc2)cc1,2.07535807
COC(Br)C(C)(c1ccccc1)c1ccccc1,2.09726212
COCOCC(C#N)(C#N)c1ccc([N+](=O)[O-])cc1,3.13758205
COC(OC)C(C#N)c1ccc(-c2ccccc2)cc1,1.87079329
COC(OC)C(C)(C)c1ccccc1,2.16863395
COCOC(OC)C(C)(C#N)c1ccc(OC)cc1,1.83514819
COC(OC)C(c1ccccc1)(c1ccccc1)c1ccc(C#N)cc1,1.98768745
COCOCC(C)(C)c1ccc(C(=O)OC)cc1,2.52279931
COCOC(c1ccccc1)C(C)c1ccc(C#N)cc1,2.38751119
COC(OC)C(C)(C#N)c1ccc(-c2ccccc2)cc1,1.85354215
